Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Dist.,0-3,3-10,10-16,16-3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,Att.,Md.
46,Giannis Antetokounmpo,26,MIL,PF,61,61,2013,14.6,25.7,0.569,1.6,5.2,0.303,13.0,20.5,0.636,0.6,9.3,13.6,0.685,2.3,13.4,15.7,8.3,1.7,1.7,4.8,3.9,40.1,122.0,107,MVP-4DPOY-5ASNBA1DEF1,antetgi01,29.2,0.633,0.201,0.528,5.3,28.9,17.5,28.7,1.7,3.2,13.2,32.5,6.9,3.3,10.2,0.244,6.2,2.8,9.0,5.6,9.5,0.451,0.193,0.094,0.062,0.636,0.837,0.401,0.359,0.324,0.303,0.428,0.299,0.169,178,0.045,0,0
47,Pascal Siakam,26,TOR,PF,56,56,2006,10.5,23.2,0.455,1.8,5.9,0.297,8.8,17.3,0.509,0.493,6.0,7.3,0.827,2.3,7.5,9.8,6.0,1.5,0.9,3.1,4.2,28.9,111.0,113,,siakapa01,17.7,0.547,0.256,0.313,5.0,17.6,11.1,20.5,1.5,1.8,10.6,26.3,2.3,2.0,4.2,0.101,1.0,-0.3,0.8,1.4,11.6,0.241,0.324,0.091,0.088,0.509,0.69,0.424,0.425,0.412,0.297,0.341,0.836,0.041,36,0.215,1,0
48,Jaylen Brown,24,BOS,SG,58,58,1999,13.1,27.2,0.484,4.0,10.0,0.397,9.2,17.1,0.536,0.558,4.7,6.1,0.764,1.7,6.7,8.5,4.8,1.8,0.8,3.9,4.1,34.9,112.0,113,AS,brownja02,19.9,0.586,0.37,0.225,3.9,15.5,9.7,16.5,1.8,1.5,11.5,29.7,2.8,2.0,4.8,0.115,3.2,-0.7,2.5,2.3,14.3,0.195,0.239,0.11,0.086,0.536,0.7,0.442,0.484,0.49,0.397,0.453,0.798,0.024,23,0.158,2,0
49,Dillon Brooks,25,MEM,SF,67,67,1997,10.3,24.7,0.419,3.1,8.9,0.344,7.3,15.8,0.461,0.481,3.8,4.7,0.815,1.3,3.4,4.7,3.8,1.9,0.6,2.8,5.7,27.6,102.0,113,,brookdi01,12.1,0.515,0.361,0.189,2.8,7.7,5.2,11.7,1.9,1.2,9.6,26.1,-0.5,1.8,1.4,0.033,-2.6,-1.1,-3.7,-0.9,15.0,0.155,0.167,0.229,0.088,0.461,0.606,0.395,0.411,0.462,0.344,0.513,0.867,0.028,29,0.159,0,0
50,Kelly Olynyk,29,2TM,PF,70,62,1997,8.2,17.0,0.484,3.1,9.0,0.342,5.1,8.0,0.641,0.574,3.5,4.3,0.829,2.1,9.8,11.9,4.9,1.9,1.0,3.1,5.0,23.0,115.0,110,,olynyke01,16.4,0.61,0.528,0.251,4.8,22.5,13.6,16.0,1.9,2.1,14.0,19.7,2.5,2.6,5.1,0.121,0.3,0.9,1.2,1.6,15.3,0.286,0.135,0.03,0.022,0.641,0.769,0.479,0.286,0.467,0.342,0.739,0.937,0.032,20,0.158,0,0
50,Kelly Olynyk,29,MIA,C,43,38,1157,7.0,16.1,0.431,3.3,10.4,0.317,3.6,5.7,0.639,0.533,1.3,1.7,0.775,1.9,9.3,11.2,3.9,1.7,1.1,2.4,5.3,18.5,106.0,109,,olynyke01,12.1,0.549,0.646,0.106,4.4,21.1,12.9,11.7,1.7,2.4,12.3,17.5,0.3,1.6,1.9,0.078,-1.6,1.0,-0.7,0.4,18.1,0.226,0.082,0.024,0.021,0.639,0.729,0.548,0.222,0.5,0.317,0.871,0.974,0.027,10,0.185,0,0
50,Kelly Olynyk,29,HOU,PF,27,24,840,9.9,18.1,0.545,2.8,7.0,0.392,7.1,11.0,0.643,0.621,6.4,7.6,0.844,2.4,10.4,12.8,6.3,2.2,0.9,4.0,4.7,28.9,123.0,111,,olynyke01,22.3,0.674,0.389,0.421,5.2,24.5,14.5,21.9,2.2,1.7,15.7,22.9,2.2,1.0,3.2,0.182,2.9,0.9,3.8,1.2,12.6,0.355,0.196,0.037,0.022,0.643,0.798,0.444,0.333,0.429,0.392,0.651,0.878,0.037,10,0.104,0,0
51,Tim Hardaway Jr.,28,DAL,SG,70,31,1985,10.1,22.6,0.447,5.1,13.1,0.391,5.0,9.5,0.524,0.56,3.5,4.3,0.816,0.5,5.2,5.7,3.1,0.8,0.3,1.6,2.8,28.9,116.0,116,6MOY-5,hardati02,15.7,0.589,0.581,0.191,1.1,11.5,6.4,9.8,0.8,0.5,6.1,23.4,3.2,1.2,4.3,0.105,2.0,-1.7,0.4,1.2,18.5,0.158,0.099,0.075,0.088,0.524,0.715,0.4,0.426,0.4,0.391,0.545,0.841,0.036,28,0.185,3,0
52,Patrick Williams,19,CHI,PF,71,71,1983,6.2,12.9,0.483,1.3,3.4,0.391,4.9,9.5,0.515,0.534,2.2,3.1,0.728,1.6,6.4,8.0,2.4,1.6,1.1,2.4,3.1,16.0,105.0,112,,willipa01,10.5,0.562,0.261,0.237,3.7,14.4,9.1,6.7,1.6,2.0,14.4,14.9,0.3,2.2,2.5,0.06,-2.8,0.4,-2.4,-0.2,12.2,0.29,0.178,0.133,0.138,0.515,0.673,0.394,0.443,0.411,0.391,0.736,0.981,0.102,51,0.413,1,1
53,Draymond Green,30,GSW,PF,63,63,1982,4.0,9.0,0.447,0.8,3.0,0.27,3.2,6.0,0.535,0.492,1.7,2.1,0.795,1.3,9.3,10.6,13.2,2.5,1.2,4.5,4.6,10.5,110.0,106,DPOY-3DEF1,greendr01,13.3,0.53,0.332,0.232,3.0,20.8,12.0,36.4,2.5,2.3,31.0,13.1,1.2,3.4,4.6,0.112,-1.6,3.3,1.7,1.9,12.2,0.347,0.218,0.05,0.053,0.535,0.667,0.458,0.211,0.3,0.27,0.618,0.971,0.076,27,0.127,2,0
54,Keldon Johnson,21,SAS,SF,69,67,1968,8.3,17.4,0.479,1.5,4.5,0.331,6.9,12.9,0.531,0.522,3.6,4.8,0.74,2.3,7.9,10.2,3.0,1.0,0.6,1.9,3.5,21.7,111.0,114,,johnske04,13.8,0.557,0.257,0.278,4.9,17.6,11.1,8.9,1.0,1.0,9.0,19.2,1.6,1.7,3.3,0.079,-0.9,-0.7,-1.6,0.2,9.7,0.391,0.277,0.045,0.03,0.531,0.652,0.374,0.5,0.429,0.331,0.673,0.917,0.047,27,0.238,2,0
55,Dennis Schröder,27,LAL,SG,61,61,1956,8.3,18.9,0.437,1.8,5.3,0.335,6.5,13.6,0.476,0.484,5.1,6.0,0.848,0.7,4.5,5.2,8.7,1.7,0.3,4.1,4.0,23.4,107.0,109,,schrode01,13.8,0.543,0.279,0.32,1.7,10.3,6.1,26.9,1.7,0.6,15.8,22.9,1.0,2.7,3.8,0.093,-1.3,0.2,-1.1,0.4,12.7,0.25,0.216,0.17,0.086,0.476,0.6,0.366,0.457,0.431,0.335,0.318,0.887,0.005,1,0.142,3,0
56,Kyle Kuzma,25,LAL,SF,68,32,1954,8.3,18.8,0.443,3.4,9.5,0.361,4.9,9.4,0.525,0.533,1.7,2.4,0.691,2.7,7.7,10.4,3.2,0.9,1.0,2.8,3.0,21.8,105.0,109,,kuzmaky01,12.7,0.546,0.502,0.128,6.3,17.7,12.0,9.8,0.9,1.9,12.4,20.3,0.4,2.9,3.3,0.08,-0.4,-0.1,-0.4,0.8,16.0,0.24,0.124,0.063,0.07,0.525,0.687,0.394,0.292,0.415,0.361,0.545,0.927,0.048,29,0.295,1,0
57,P.J. Washington,22,CHO,PF,64,61,1954,7.5,17.1,0.44,2.8,7.2,0.386,4.7,9.9,0.48,0.522,2.7,3.6,0.745,2.3,8.1,10.4,4.0,1.7,2.0,3.2,4.3,20.6,105.0,111,,washipj01,13.4,0.549,0.423,0.211,5.1,18.3,11.6,12.2,1.7,4.0,14.6,19.4,0.3,2.4,2.7,0.066,-1.5,0.6,-0.9,0.6,13.4,0.283,0.233,0.036,0.025,0.48,0.613,0.375,0.28,0.235,0.386,0.805,0.946,0.087,48,0.224,1,0
58,Reggie Bullock,29,NYK,SF,65,64,1949,6.4,14.4,0.442,4.2,10.2,0.41,2.2,4.2,0.521,0.587,1.3,1.4,0.909,0.4,5.3,5.7,2.5,1.3,0.3,1.2,3.7,18.2,118.0,111,,bullore01,11.1,0.606,0.709,0.098,0.9,11.4,6.2,7.4,1.3,0.5,7.1,14.4,2.3,2.3,4.6,0.114,-0.9,0.8,-0.1,0.9,20.8,0.087,0.052,0.061,0.091,0.521,0.633,0.379,0.5,0.51,0.41,0.859,0.975,0.002,1,0.317,1,0
59,Danny Green,33,PHI,SF,69,69,1934,5.6,13.6,0.412,4.4,10.8,0.405,1.2,2.8,0.438,0.573,0.8,1.0,0.775,1.4,5.1,6.5,2.9,2.3,1.4,1.7,3.1,16.3,114.0,108,,greenda02,12.1,0.582,0.794,0.074,3.2,11.5,7.4,8.3,2.3,2.6,10.7,14.0,1.6,3.1,4.6,0.115,0.4,1.5,1.9,1.9,21.5,0.059,0.072,0.042,0.033,0.438,0.5,0.333,0.565,0.389,0.405,0.673,0.92,0.004,2,0.456,2,0
60,Miles Bridges,22,CHO,PF,66,19,1932,7.9,15.7,0.503,2.9,7.3,0.4,5.0,8.4,0.593,0.596,2.5,2.9,0.867,2.0,8.0,10.0,3.7,1.1,1.3,2.7,3.6,21.2,116.0,113,6MOY-12,bridgmi02,14.7,0.625,0.466,0.182,4.5,18.0,11.1,11.4,1.1,2.7,13.6,17.3,2.4,1.9,4.2,0.105,0.2,0.1,0.2,1.1,14.0,0.338,0.141,0.019,0.035,0.593,0.729,0.42,0.167,0.227,0.4,0.716,0.819,0.145,82,0.324,3,0
61,Malcolm Brogdon,28,IND,PG,56,56,1930,10.9,24.0,0.453,3.6,9.2,0.388,7.3,14.8,0.493,0.527,3.7,4.3,0.864,1.4,5.8,7.2,8.1,1.2,0.4,2.8,2.7,29.0,113.0,115,,brogdma01,17.9,0.561,0.382,0.181,3.3,13.2,8.3,25.7,1.2,0.6,9.8,25.9,2.9,1.3,4.2,0.105,3.0,-0.9,2.1,2.0,14.3,0.309,0.111,0.081,0.117,0.493,0.554,0.404,0.443,0.452,0.388,0.247,0.662,0.009,8,0.107,0,0
62,Dorian Finney-Smith,27,DAL,PF,60,60,1921,5.6,12.0,0.472,3.1,7.8,0.394,2.6,4.2,0.616,0.6,0.8,1.1,0.756,2.5,5.9,8.4,2.6,1.3,0.6,1.2,3.5,15.1,124.0,114,,finnedo01,12.0,0.609,0.648,0.088,5.7,13.0,9.3,7.2,1.3,1.2,9.0,12.2,2.8,1.6,4.4,0.11,0.2,0.0,0.1,1.0,17.2,0.234,0.086,0.013,0.019,0.616,0.752,0.375,0.5,0.111,0.394,0.614,0.966,0.067,26,0.44,0,0
63,Michael Porter Jr.,22,DEN,SF,61,54,1912,11.5,21.1,0.542,4.4,9.9,0.445,7.1,11.2,0.628,0.646,2.7,3.5,0.791,2.4,9.2,11.5,1.8,1.0,1.4,2.0,3.3,30.0,125.0,112,,portemi01,20.6,0.663,0.468,0.164,5.4,20.9,13.2,5.6,1.0,2.8,8.1,21.7,4.8,2.1,6.9,0.173,4.0,-0.9,3.1,2.5,15.9,0.226,0.131,0.073,0.102,0.628,0.838,0.486,0.417,0.494,0.445,0.714,0.918,0.095,75,0.23,2,0
64,Saddiq Bey,21,DET,SF,70,53,1909,7.2,17.8,0.404,4.5,11.8,0.38,2.7,5.9,0.45,0.53,3.2,3.8,0.844,1.1,7.1,8.2,2.4,1.3,0.4,1.5,2.8,22.0,112.0,114,ROY-4,beysa01,12.6,0.567,0.666,0.213,2.5,16.2,9.3,7.6,1.3,0.6,7.4,18.7,1.6,1.7,3.3,0.082,0.3,-0.8,-0.5,0.7,19.0,0.158,0.097,0.049,0.03,0.45,0.596,0.313,0.294,0.381,0.38,0.49,0.926,0.035,22,0.228,2,0
65,Jrue Holiday,30,MIL,PG,59,56,1907,10.2,20.3,0.503,2.7,7.0,0.392,7.5,13.3,0.561,0.57,2.6,3.3,0.787,1.8,4.8,6.6,8.8,2.4,0.9,3.1,2.4,25.8,121.0,111,DPOY-8DEF1,holidjr01,20.0,0.592,0.344,0.165,4.2,10.4,7.4,26.3,2.4,1.7,12.6,22.2,4.3,2.2,6.6,0.165,2.8,0.6,3.4,2.6,13.1,0.279,0.199,0.108,0.069,0.561,0.704,0.433,0.528,0.404,0.392,0.33,0.541,0.01,6,0.177,2,0
66,Brook Lopez,32,MIL,C,70,70,1902,8.0,15.8,0.503,2.3,6.9,0.338,5.6,8.9,0.632,0.577,3.0,3.5,0.845,2.6,6.0,8.6,1.2,1.0,2.5,1.6,3.7,21.2,121.0,111,,lopezbr01,15.4,0.611,0.439,0.222,6.0,13.0,9.6,3.5,1.0,4.8,8.3,16.9,3.1,2.2,5.3,0.133,0.0,0.0,0.0,0.9,14.2,0.263,0.211,0.064,0.023,0.632,0.774,0.511,0.488,0.533,0.338,0.692,0.958,0.111,66,0.27,0,0
67,Kentavious Caldwell-Pope,27,LAL,SG,67,67,1902,5.6,12.9,0.431,3.1,7.5,0.41,2.5,5.4,0.46,0.549,2.5,2.9,0.866,0.7,3.9,4.6,3.2,1.6,0.7,1.7,2.9,16.7,114.0,109,DPOY-11,caldwke01,10.7,0.588,0.579,0.221,1.6,8.9,5.3,9.2,1.6,1.2,10.6,14.2,1.6,2.6,4.2,0.107,-1.6,1.0,-0.5,0.7,17.6,0.204,0.073,0.042,0.103,0.46,0.602,0.378,0.238,0.327,0.41,0.816,0.95,0.018,7,0.396,0,0
68,Fred VanVleet,26,TOR,SG,52,52,1899,8.6,22.2,0.389,4.4,12.1,0.366,4.2,10.0,0.416,0.489,4.3,4.9,0.885,0.8,4.8,5.6,8.4,2.2,0.9,2.4,3.0,26.0,113.0,113,,vanvlfr01,16.8,0.534,0.547,0.22,1.8,11.3,6.4,26.7,2.2,2.0,9.1,23.9,2.4,1.8,4.3,0.108,2.2,0.2,2.5,2.2,18.2,0.174,0.115,0.069,0.095,0.416,0.53,0.26,0.433,0.386,0.366,0.305,0.661,0.0,0,0.107,3,0
69,Clint Capela,26,ATL,C,63,63,1898,10.7,18.0,0.594,0.0,0.0,,10.7,18.0,0.594,0.594,3.4,5.9,0.573,7.7,15.7,23.4,1.3,1.1,3.3,1.9,3.8,24.8,125.0,106,DPOY-6,capelca01,24.3,0.601,0.0,0.327,17.5,34.3,26.1,4.1,1.1,6.0,8.4,19.9,4.9,3.3,8.2,0.207,2.7,0.0,2.7,2.2,2.4,0.709,0.269,0.017,0.004,0.594,0.684,0.385,0.25,0.333,,0.668,,0.259,168,,0,0
70,Kyle Anderson,27,MEM,PF,69,69,1887,7.8,16.7,0.468,2.4,6.6,0.36,5.4,10.1,0.539,0.54,3.6,4.7,0.783,1.3,8.7,10.0,6.3,2.1,1.4,2.2,3.0,21.6,118.0,109,,anderky01,17.2,0.578,0.397,0.28,2.9,19.5,11.1,18.3,2.1,2.7,10.4,18.5,2.9,2.7,5.6,0.143,1.4,1.9,3.3,2.5,14.8,0.158,0.22,0.149,0.076,0.539,0.654,0.497,0.541,0.42,0.36,0.449,0.862,0.012,7,0.425,1,0
71,Kyrie Irving,28,BRK,PG,54,54,1886,14.0,27.8,0.506,3.9,9.7,0.402,10.2,18.1,0.561,0.576,5.1,5.6,0.922,1.3,5.2,6.6,8.3,1.9,0.9,3.3,3.6,37.1,121.0,114,ASNBA3,irvinky01,24.4,0.614,0.348,0.201,3.2,11.4,7.5,28.6,1.9,1.7,9.9,30.4,5.8,1.6,7.4,0.189,5.7,-0.2,5.5,3.6,14.6,0.195,0.196,0.159,0.101,0.561,0.623,0.535,0.52,0.555,0.402,0.234,0.579,0.005,3,0.071,0,0
72,Ben Simmons,24,PHI,PG,58,58,1877,8.4,15.0,0.557,0.1,0.3,0.3,8.3,14.7,0.562,0.56,4.5,7.4,0.613,2.4,8.3,10.7,10.3,2.4,0.9,4.4,4.4,21.3,114.0,106,MVP-12DPOY-2ASDEF1,simmobe01,18.3,0.584,0.017,0.492,5.6,18.7,12.2,31.3,2.4,1.7,19.6,20.2,2.7,3.3,6.0,0.153,0.7,2.2,2.9,2.3,4.3,0.527,0.383,0.07,0.003,0.562,0.687,0.426,0.366,0.5,0.3,0.407,1.0,0.153,85,0.3,0,0
73,Joe Ingles,33,UTA,SF,67,30,1867,7.2,14.7,0.489,4.8,10.6,0.451,2.4,4.1,0.59,0.652,2.0,2.3,0.844,0.7,5.7,6.4,8.3,1.2,0.3,3.1,3.1,21.1,129.0,111,6MOY-2,inglejo01,15.9,0.672,0.722,0.16,1.6,11.8,6.9,24.0,1.2,0.5,16.3,16.6,4.7,2.3,7.0,0.18,2.6,0.9,3.5,2.6,19.8,0.105,0.137,0.025,0.011,0.59,0.729,0.506,0.571,0.333,0.451,0.315,0.716,0.002,1,0.209,1,0
74,Jarrett Allen,22,2TM,C,63,45,1864,7.9,12.7,0.618,0.2,0.5,0.316,7.7,12.2,0.631,0.624,5.4,7.6,0.703,5.2,11.5,16.6,2.8,0.8,2.4,2.6,2.5,21.2,127.0,112,,allenja01,20.1,0.661,0.039,0.602,11.6,26.3,18.9,8.7,0.8,4.3,14.1,16.6,4.3,2.1,6.4,0.166,1.3,-0.2,1.1,1.4,3.8,0.6,0.276,0.056,0.029,0.631,0.761,0.436,0.407,0.214,0.316,0.723,1.0,0.288,127,0.368,0,0
74,Jarrett Allen,22,BRK,C,12,5,320,6.6,9.8,0.677,0.0,0.0,,6.6,9.8,0.677,0.677,6.9,9.2,0.754,5.7,13.1,18.8,3.0,1.1,2.9,3.3,3.2,20.2,135.0,109,,allenja01,21.5,0.73,0.0,0.938,13.8,28.6,21.6,8.3,1.1,5.2,19.3,15.5,1.0,0.5,1.4,0.216,1.7,0.9,2.6,0.4,2.9,0.723,0.185,0.046,0.046,0.677,0.809,0.333,0.333,0.333,,0.75,,0.277,17,,0,0
74,Jarrett Allen,22,CLE,C,51,40,1544,8.1,13.3,0.609,0.2,0.6,0.316,7.9,12.7,0.623,0.616,5.0,7.3,0.69,5.0,11.1,16.2,2.7,0.8,2.3,2.5,2.4,21.5,125.0,112,,allenja01,19.8,0.649,0.046,0.549,11.2,25.9,18.3,8.8,0.8,4.1,13.1,16.8,3.4,1.6,5.0,0.155,1.2,-0.4,0.8,1.1,4.7,0.58,0.29,0.058,0.026,0.623,0.752,0.446,0.417,0.182,0.316,0.718,1.0,0.29,110,0.368,0,0
75,Dwayne Bacon,25,ORL,SG,72,50,1853,7.7,19.1,0.402,1.5,5.4,0.285,6.1,13.6,0.449,0.443,3.8,4.6,0.824,0.8,5.1,5.9,2.4,1.2,0.1,1.2,2.7,20.7,102.0,117,,bacondw01,9.9,0.49,0.285,0.242,1.7,11.2,6.3,7.9,1.2,0.2,5.4,19.8,-0.3,0.9,0.5,0.013,-3.7,-1.4,-5.1,-1.5,12.9,0.236,0.226,0.143,0.11,0.449,0.579,0.402,0.394,0.338,0.285,0.408,0.593,0.014,8,0.155,0,0
76,John Collins,23,ATL,PF,63,63,1848,11.4,20.5,0.556,2.2,5.5,0.399,9.2,15.0,0.615,0.61,4.5,5.4,0.833,3.1,9.3,12.4,2.1,0.9,1.7,2.2,5.1,29.6,125.0,112,,collijo01,20.6,0.645,0.27,0.265,7.1,20.3,13.8,6.9,0.9,3.0,8.9,22.2,4.8,1.9,6.7,0.174,2.5,-0.2,2.3,2.0,10.9,0.345,0.204,0.132,0.049,0.615,0.752,0.459,0.549,0.474,0.399,0.723,0.988,0.147,99,0.255,0,0
77,Jakob Poeltl,25,SAS,C,69,51,1845,7.0,11.3,0.616,0.0,0.0,,7.0,11.3,0.616,0.616,1.7,3.3,0.508,5.8,8.6,14.4,3.5,1.2,3.2,2.2,4.5,15.6,123.0,109,,poeltja01,17.5,0.612,0.0,0.288,12.4,19.3,15.8,10.1,1.2,5.7,14.6,13.4,3.2,2.5,5.7,0.148,-0.5,1.2,0.8,1.3,3.7,0.581,0.333,0.074,0.012,0.616,0.72,0.49,0.438,0.2,,0.755,,0.1,40,,0,0
78,Jeff Green,34,BRK,PF,68,38,1835,6.9,13.9,0.492,2.7,6.6,0.412,4.2,7.4,0.564,0.59,3.3,4.2,0.776,0.9,6.0,6.9,2.8,0.9,0.7,1.4,3.2,19.7,122.0,116,,greenje02,13.0,0.624,0.472,0.304,2.2,13.1,7.9,7.8,0.9,1.3,8.2,15.6,2.9,1.2,4.1,0.107,0.0,-0.9,-0.8,0.5,14.4,0.281,0.149,0.072,0.026,0.564,0.725,0.329,0.526,0.286,0.412,0.728,0.951,0.077,39,0.42,3,0
79,Nicolas Batum,32,LAC,SF,67,38,1835,5.2,11.1,0.464,3.0,7.3,0.404,2.2,3.8,0.579,0.597,1.3,1.6,0.828,1.3,7.2,8.5,4.0,1.9,1.0,1.4,2.8,14.6,124.0,110,,batumni01,12.9,0.617,0.66,0.141,3.2,15.9,9.7,10.5,1.9,1.8,10.8,11.8,2.7,2.3,5.0,0.132,0.6,1.5,2.1,1.9,19.1,0.177,0.024,0.053,0.085,0.579,0.699,0.6,0.455,0.4,0.404,0.778,0.991,0.046,18,0.434,0,0
80,Jerami Grant,26,DET,SF,54,54,1829,10.7,25.0,0.429,3.1,8.8,0.35,7.6,16.2,0.473,0.491,7.8,9.2,0.845,0.9,5.8,6.7,4.1,0.9,1.6,2.9,3.4,32.3,109.0,114,,grantje01,16.9,0.556,0.353,0.368,2.1,13.2,7.6,14.3,0.9,2.8,9.1,28.5,1.6,1.6,3.2,0.083,1.9,-0.8,1.1,1.4,14.6,0.207,0.197,0.1,0.143,0.473,0.668,0.386,0.366,0.383,0.35,0.537,0.93,0.044,37,0.198,0,0
81,Paul George,30,LAC,SF,54,54,1821,12.1,25.9,0.467,4.6,11.3,0.411,7.4,14.6,0.51,0.557,5.4,6.2,0.868,1.2,8.5,9.8,7.6,1.7,0.7,4.9,3.6,34.2,113.0,110,ASNBA3,georgpa01,20.5,0.598,0.437,0.239,2.9,18.9,11.1,24.6,1.7,1.2,14.5,30.0,3.0,2.3,5.3,0.139,3.9,0.3,4.2,2.9,16.2,0.185,0.146,0.113,0.12,0.51,0.636,0.403,0.444,0.509,0.411,0.277,0.673,0.024,19,0.18,4,0
82,Jordan Clarkson,28,UTA,SG,68,1,1818,12.2,28.8,0.425,5.6,16.0,0.347,6.7,12.8,0.523,0.522,3.5,3.9,0.896,1.3,6.1,7.3,4.5,1.6,0.3,3.1,2.9,33.5,109.0,110,6MOY-1,clarkjo01,17.1,0.549,0.557,0.134,2.9,12.7,8.0,15.3,1.6,0.4,9.2,29.7,1.7,2.5,4.2,0.111,1.8,-0.4,1.4,1.6,17.2,0.09,0.27,0.074,0.008,0.523,0.67,0.497,0.488,0.111,0.347,0.165,0.63,0.013,11,0.172,1,0
83,Donte DiVincenzo,24,MIL,SG,66,66,1814,6.5,15.6,0.42,3.4,9.0,0.379,3.2,6.7,0.475,0.528,1.3,1.8,0.718,2.1,7.7,9.8,5.3,1.9,0.4,2.4,2.9,17.8,112.0,112,,divindo01,13.0,0.542,0.574,0.118,4.9,16.7,11.0,14.2,1.9,0.7,12.5,16.7,1.5,2.1,3.6,0.095,-0.2,0.4,0.2,1.0,17.2,0.257,0.083,0.053,0.033,0.475,0.574,0.34,0.281,0.35,0.379,0.533,0.779,0.02,8,0.176,1,0
84,Gary Trent Jr.,22,2TM,SG,58,38,1802,8.6,21.2,0.408,4.5,11.6,0.385,4.2,9.6,0.435,0.513,2.2,2.9,0.783,0.7,3.4,4.1,2.2,1.5,0.3,1.2,2.5,24.0,108.0,118,,trentga02,12.1,0.534,0.546,0.135,1.6,7.7,4.6,6.6,1.5,0.5,4.9,20.9,1.0,0.7,1.7,0.045,-0.5,-1.7,-2.3,-0.1,18.4,0.101,0.117,0.113,0.122,0.435,0.646,0.359,0.393,0.375,0.385,0.484,0.806,0.013,7,0.186,1,0
84,Gary Trent Jr.,22,POR,SG,41,23,1262,8.4,20.3,0.414,4.7,11.8,0.397,3.7,8.5,0.438,0.53,2.2,2.9,0.773,0.8,2.7,3.5,2.2,1.4,0.2,1.2,2.4,23.7,112.0,119,,trentga02,12.4,0.55,0.582,0.143,1.7,6.1,3.9,6.7,1.4,0.4,5.3,20.1,1.2,0.3,1.5,0.056,-0.1,-1.8,-1.9,0.0,19.2,0.105,0.09,0.101,0.122,0.438,0.673,0.319,0.396,0.359,0.397,0.49,0.835,0.011,5,0.197,1,0
84,Gary Trent Jr.,22,TOR,SG,17,15,540,9.2,23.4,0.395,3.9,11.1,0.355,5.3,12.3,0.431,0.479,2.2,2.8,0.806,0.5,4.9,5.5,2.0,1.7,0.4,1.1,2.6,24.6,100.0,115,,trentga02,11.3,0.501,0.475,0.119,1.2,11.6,6.2,6.4,1.7,0.7,4.2,22.9,-0.2,0.4,0.2,0.019,-1.6,-1.5,-3.1,-0.2,17.6,0.092,0.172,0.138,0.123,0.431,0.583,0.4,0.389,0.406,0.355,0.475,0.727,0.015,2,0.161,0,0
85,Rui Hachimura,22,WAS,PF,57,57,1797,8.0,16.6,0.478,1.2,3.5,0.328,6.8,13.1,0.519,0.513,3.2,4.1,0.77,1.3,6.7,8.0,2.1,1.1,0.2,1.7,3.1,20.2,107.0,115,,hachiru01,11.4,0.549,0.211,0.248,2.9,15.5,9.2,6.3,1.1,0.3,8.6,18.1,0.7,1.4,2.1,0.056,-2.2,-1.0,-3.1,-0.5,12.3,0.221,0.238,0.154,0.176,0.519,0.748,0.442,0.43,0.412,0.328,0.74,1.0,0.1,58,0.307,0,0
86,T.J. McConnell,28,IND,PG,69,3,1796,7.2,12.9,0.559,0.4,1.3,0.313,6.8,11.6,0.586,0.574,0.9,1.3,0.688,1.4,5.3,6.7,12.0,3.4,0.6,3.6,3.0,15.7,117.0,110,6MOY-11,mccontj01,16.9,0.583,0.098,0.098,3.3,12.1,7.7,34.3,3.4,1.0,20.9,15.3,2.6,2.2,4.8,0.128,-0.2,1.7,1.4,1.5,8.4,0.331,0.341,0.188,0.043,0.586,0.654,0.545,0.554,0.524,0.313,0.363,0.8,0.0,0,0.396,1,0
87,Josh Richardson,27,DAL,SG,59,56,1790,7.3,17.0,0.427,2.4,7.4,0.33,4.8,9.7,0.501,0.498,2.7,3.0,0.917,1.4,4.0,5.4,4.2,1.7,0.7,2.2,3.6,19.7,109.0,114,,richajo01,11.9,0.537,0.432,0.175,3.2,8.8,6.0,12.1,1.7,1.2,10.6,18.4,1.0,1.4,2.4,0.066,-1.5,-0.2,-1.7,0.1,16.2,0.16,0.16,0.15,0.097,0.501,0.677,0.404,0.495,0.383,0.33,0.443,0.83,0.01,5,0.18,1,0
88,Darius Garland,21,CLE,PG,54,50,1790,10.0,22.1,0.451,2.9,7.3,0.395,7.1,14.8,0.479,0.517,3.1,3.6,0.848,0.6,2.9,3.6,9.1,1.8,0.2,4.5,3.0,25.9,105.0,117,,garlada01,14.2,0.547,0.332,0.165,1.4,6.8,4.0,30.9,1.8,0.3,16.0,24.9,0.3,0.9,1.2,0.033,0.0,-2.1,-2.1,-0.1,13.1,0.238,0.269,0.111,0.05,0.479,0.586,0.444,0.393,0.35,0.395,0.307,0.705,0.001,1,0.173,0,0
