Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
294,Chimezie Metu,26,2TM,C,51,12,859,6.9,13.8,0.504,1.6,5.3,0.298,5.4,8.5,0.633,0.561,3.3,3.6,0.906,2.3,8.6,10.9,2.6,2.4,0.9,2.9,4.0,18.7,112.0,114,,metuch01,13.3,0.61,0.385,0.262,5.5,19.6,12.7,7.4,2.4,1.6,16.0,16.2,0.5,1.1,1.5,0.085,-2.1,0.8,-1.3,0.2
294,Chimezie Metu,26,PHO,C,37,5,448,7.2,14.2,0.508,1.6,5.6,0.294,5.6,8.6,0.646,0.565,4.1,4.7,0.884,2.6,9.4,12.0,2.1,2.1,1.0,2.9,4.3,20.2,115.0,112,,metuch01,13.9,0.621,0.392,0.331,6.4,20.6,13.9,5.8,2.1,1.8,15.3,17.0,0.4,0.6,1.0,0.106,-1.6,0.3,-1.3,0.1
294,Chimezie Metu,26,DET,C,14,7,411,6.7,13.3,0.5,1.5,5.0,0.302,5.2,8.3,0.62,0.557,2.3,2.5,0.952,2.0,7.8,9.8,3.2,2.8,0.8,2.9,3.7,17.2,109.0,115,,metuch01,12.6,0.596,0.377,0.184,4.5,18.5,11.4,9.3,2.8,1.5,16.9,15.4,0.1,0.4,0.5,0.063,-2.7,1.4,-1.3,0.1
295,Trendon Watford,23,BRK,PF,63,2,856,9.5,18.0,0.527,1.6,3.9,0.397,7.9,14.1,0.564,0.571,4.5,5.6,0.794,3.0,8.2,11.2,4.7,1.3,1.1,3.6,6.1,25.0,115.0,115,,watfotr01,15.7,0.611,0.219,0.312,6.5,18.7,12.4,14.6,1.3,2.0,15.1,21.1,0.9,0.9,1.8,0.1,-0.9,0.4,-0.5,0.3
296,Taylor Hendricks,20,UTA,PF,40,23,856,6.1,13.5,0.45,3.0,7.9,0.379,3.1,5.6,0.55,0.56,1.3,1.6,0.793,2.6,7.8,10.4,1.8,1.6,1.7,1.5,4.3,16.5,117.0,119,,hendrta01,11.8,0.578,0.583,0.121,6.0,17.7,11.9,5.0,1.6,3.1,9.7,13.7,0.7,0.6,1.2,0.07,-1.3,-0.4,-1.6,0.1
297,Dwight Powell,32,DAL,C,63,9,836,4.1,6.1,0.679,0.1,0.2,0.333,4.1,5.9,0.689,0.684,3.6,5.1,0.708,5.6,6.7,12.3,4.8,1.5,1.1,1.8,6.5,11.9,147.0,115,,poweldw01,14.5,0.716,0.028,0.84,12.7,15.2,14.0,12.4,1.5,2.1,18.1,9.1,2.2,0.9,3.1,0.181,-1.1,0.8,-0.3,0.4
298,Troy Brown Jr.,24,2TM,SF,59,15,827,5.0,13.3,0.372,2.8,8.3,0.333,2.2,5.0,0.435,0.476,1.9,2.2,0.865,1.5,7.0,8.5,3.5,1.4,0.2,1.8,2.5,14.6,105.0,115,,browntr01,8.8,0.51,0.624,0.164,3.5,16.0,9.8,9.7,1.4,0.3,11.0,14.3,0.0,0.9,0.8,0.048,-2.8,0.2,-2.6,-0.1
298,Troy Brown Jr.,24,MIN,SF,37,3,410,6.3,14.2,0.441,3.7,10.1,0.369,2.5,4.1,0.618,0.572,2.3,2.7,0.864,1.7,7.0,8.7,4.2,1.0,0.2,2.2,3.1,18.6,118.0,112,,browntr01,11.6,0.603,0.712,0.186,4.1,15.4,10.0,11.7,1.0,0.4,12.4,15.7,0.4,0.6,1.0,0.118,-0.2,0.5,0.4,0.2
298,Troy Brown Jr.,24,DET,SF,22,12,417,3.7,12.5,0.296,1.8,6.6,0.281,1.8,5.9,0.314,0.37,1.5,1.7,0.867,1.3,7.0,8.3,2.9,1.8,0.1,1.4,1.8,10.7,91.0,119,,browntr01,5.9,0.406,0.528,0.139,2.9,16.6,9.6,7.8,1.8,0.2,9.5,12.9,-0.5,0.3,-0.2,-0.021,-5.3,-0.2,-5.5,-0.4
299,Marcus Morris,34,2TM,PF,49,7,817,7.0,15.9,0.439,2.9,7.2,0.403,4.1,8.7,0.469,0.53,2.2,2.7,0.818,1.4,6.7,8.1,2.2,0.9,0.8,1.8,4.5,19.1,109.0,116,,morrima03,9.9,0.558,0.451,0.167,3.1,15.2,9.1,6.1,0.9,1.4,9.6,16.6,0.2,0.8,1.0,0.06,-2.5,-1.3,-3.8,-0.4
299,Marcus Morris,34,PHI,PF,37,7,637,7.0,15.8,0.439,2.8,7.0,0.4,4.2,8.9,0.47,0.527,2.4,2.8,0.861,1.4,7.0,8.4,2.0,1.0,0.8,1.5,4.7,19.1,112.0,116,,morrima03,10.5,0.559,0.439,0.176,3.1,16.1,9.4,5.7,1.0,1.6,7.9,16.3,0.3,0.6,1.0,0.073,-2.3,-1.1,-3.4,-0.2
299,Marcus Morris,34,CLE,PF,12,0,180,7.1,16.2,0.441,3.3,8.0,0.414,3.8,8.2,0.467,0.542,1.4,2.2,0.625,1.4,5.5,6.9,2.7,0.5,0.5,3.0,3.6,18.9,100.0,116,,morrima03,8.0,0.552,0.492,0.136,3.2,12.3,7.8,7.7,0.5,1.0,15.0,18.0,-0.1,0.2,0.1,0.015,-3.2,-1.9,-5.1,-0.1
300,Caleb Houstan,21,ORL,SF,59,13,815,4.9,12.5,0.388,4.4,11.7,0.373,0.5,0.8,0.615,0.563,1.3,1.6,0.808,1.7,3.4,5.1,1.8,0.9,0.2,1.0,3.7,15.4,119.0,116,,houstca01,8.3,0.582,0.937,0.126,4.0,8.1,6.1,4.8,0.9,0.5,6.9,12.5,0.7,0.8,1.5,0.089,-1.4,-0.5,-1.9,0.0
301,Ben Sheppard,22,IND,SG,57,1,814,5.2,13.3,0.393,2.8,9.0,0.314,2.4,4.2,0.562,0.5,1.3,1.5,0.885,0.9,4.3,5.2,3.1,1.9,0.1,0.9,5.1,14.6,112.0,120,,sheppbe01,8.1,0.524,0.681,0.114,2.1,10.3,6.2,7.5,1.9,0.2,5.9,13.2,0.3,0.4,0.8,0.046,-3.3,-0.1,-3.4,-0.3
302,Jake LaRavia,22,MEM,PF,35,6,806,7.2,18.4,0.389,3.2,9.5,0.34,3.9,8.9,0.442,0.477,5.5,6.6,0.826,3.1,4.7,7.8,3.5,1.8,0.7,2.7,4.2,23.0,109.0,116,,laravja01,12.6,0.54,0.515,0.36,6.7,10.9,8.7,11.1,1.8,1.4,11.4,21.1,0.3,0.8,1.0,0.062,-1.4,-1.0,-2.5,-0.1
303,Bismack Biyombo,31,2TM,C,40,27,791,4.6,8.1,0.565,0.0,0.0,,4.6,8.1,0.565,0.565,1.6,3.3,0.481,3.8,9.1,12.9,3.3,0.7,2.3,2.6,5.5,10.7,108.0,114,,biyombi01,9.9,0.562,0.0,0.412,8.3,21.1,14.5,9.5,0.7,4.4,21.3,10.7,0.1,1.0,1.1,0.066,-4.8,1.4,-3.4,-0.3
303,Bismack Biyombo,31,MEM,C,30,27,718,4.6,8.1,0.563,0.0,0.0,,4.6,8.1,0.563,0.563,1.5,3.1,0.478,3.9,9.1,13.0,3.5,0.7,2.3,2.6,5.6,10.6,108.0,114,,biyombi01,10.0,0.56,0.0,0.387,8.3,21.3,14.5,10.1,0.7,4.4,21.4,10.6,0.1,0.9,1.0,0.066,-4.8,1.6,-3.2,-0.2
303,Bismack Biyombo,31,OKC,C,10,0,73,4.6,7.9,0.583,0.0,0.0,,4.6,7.9,0.583,0.583,2.6,5.3,0.5,3.3,8.6,11.9,1.3,0.7,2.0,2.6,4.6,11.9,107.0,113,,biyombi01,8.9,0.58,0.0,0.667,7.9,19.1,13.7,3.3,0.7,3.8,20.5,11.6,0.0,0.1,0.1,0.066,-5.4,0.2,-5.2,-0.1
304,JT Thor,21,CHO,PF,63,3,781,5.1,11.6,0.437,1.8,5.1,0.346,3.3,6.4,0.51,0.514,0.7,1.3,0.55,2.7,6.5,9.2,1.8,0.7,1.7,0.9,3.8,12.6,110.0,121,,thorjt01,9.1,0.519,0.443,0.109,6.0,15.3,10.5,5.1,0.7,3.2,7.3,11.7,0.2,0.3,0.6,0.034,-3.5,-1.1,-4.5,-0.5
305,Isaiah Jackson,22,IND,C,59,3,771,9.5,14.3,0.665,0.0,0.2,0.0,9.5,14.0,0.677,0.665,4.5,6.2,0.716,5.8,8.8,14.6,3.1,2.1,3.7,2.4,8.4,23.4,135.0,112,,jacksis01,21.5,0.689,0.017,0.438,13.8,21.2,17.5,8.3,2.1,6.3,12.3,17.2,2.2,1.1,3.3,0.204,0.3,1.4,1.7,0.7
306,Mitchell Robinson,25,NYK,C,31,21,768,4.8,8.3,0.575,0.0,0.0,,4.8,8.3,0.575,0.575,1.8,4.3,0.409,9.3,7.9,17.3,1.2,2.4,2.3,1.6,3.6,11.4,128.0,109,,robinmi01,16.1,0.554,0.0,0.52,20.7,17.7,19.2,3.1,2.4,4.3,13.8,10.2,1.2,1.3,2.5,0.155,-0.3,0.4,0.0,0.4
307,Jock Landale,28,HOU,C,56,3,763,6.7,13.1,0.515,0.6,2.5,0.25,6.1,10.6,0.578,0.539,3.3,4.1,0.8,5.6,5.3,10.9,4.1,1.3,2.1,2.0,4.7,17.4,126.0,114,,landajo01,15.6,0.584,0.194,0.316,12.2,11.9,12.1,11.8,1.3,4.0,11.7,14.8,1.4,0.9,2.3,0.146,-0.5,0.4,-0.1,0.4
308,Cody Martin,28,CHO,SF,28,22,753,5.4,14.1,0.381,1.8,5.6,0.314,3.6,8.5,0.426,0.444,1.3,2.2,0.606,1.2,5.9,7.1,6.8,2.1,1.2,2.9,3.1,13.8,96.0,118,,martico01,9.2,0.46,0.4,0.153,2.8,13.9,8.1,19.1,2.1,2.2,16.1,16.1,-0.7,0.5,-0.2,-0.012,-4.1,0.6,-3.5,-0.3
309,KJ Martin,23,2TM,SF,60,2,746,6.4,11.9,0.536,0.5,1.8,0.286,5.9,10.1,0.582,0.558,1.5,2.7,0.537,2.7,5.9,8.6,3.4,1.5,0.8,2.1,6.6,14.8,112.0,115,,martike04,9.9,0.563,0.155,0.227,6.0,13.6,9.7,9.4,1.5,1.5,13.9,13.4,0.3,0.8,1.1,0.071,-4.0,-0.1,-4.1,-0.4
309,KJ Martin,23,LAC,SF,2,0,31,6.4,15.9,0.4,1.6,8.0,0.2,4.8,8.0,0.6,0.45,1.6,3.2,0.5,1.6,3.2,4.8,1.6,3.2,1.6,3.2,4.8,15.9,86.0,114,,martike04,6.9,0.46,0.5,0.2,3.8,7.0,5.5,4.3,3.2,2.9,15.5,18.2,-0.1,0.0,0.0,-0.034,-6.8,0.7,-6.1,0.0
309,KJ Martin,23,PHI,SF,58,2,715,6.4,11.8,0.544,0.5,1.6,0.304,5.9,10.2,0.581,0.564,1.4,2.7,0.538,2.8,6.1,8.8,3.4,1.4,0.8,2.1,6.7,14.7,113.0,116,,martike04,10.0,0.569,0.135,0.228,6.1,13.8,9.9,9.6,1.4,1.4,13.8,13.2,0.4,0.7,1.1,0.076,-3.9,-0.1,-4.0,-0.4
310,Delon Wright,31,2TM,PG,47,1,742,4.8,12.1,0.394,1.6,4.4,0.368,3.2,7.7,0.408,0.46,2.4,2.9,0.822,1.2,4.3,5.6,7.7,3.5,0.7,0.9,2.1,13.6,120.0,114,,wrighde01,13.6,0.505,0.362,0.239,2.7,10.0,6.3,20.8,3.5,1.3,6.3,12.8,0.8,0.9,1.7,0.109,-2.0,2.5,0.4,0.5
310,Delon Wright,31,WAS,PG,33,0,456,4.9,12.5,0.393,1.4,3.9,0.368,3.5,8.6,0.405,0.451,2.5,3.0,0.828,1.3,4.7,6.1,8.4,3.6,0.8,1.1,2.3,13.7,118.0,116,,wrighde01,14.1,0.497,0.311,0.238,3.0,11.0,6.9,22.8,3.6,1.4,7.5,13.5,0.4,0.4,0.9,0.092,-1.8,2.3,0.5,0.3
310,Delon Wright,31,MIA,PG,14,1,286,4.5,11.5,0.394,1.9,5.2,0.367,2.6,6.3,0.417,0.477,2.3,2.8,0.813,1.0,3.7,4.7,6.5,3.3,0.5,0.5,1.7,13.3,124.0,111,,wrighde01,12.9,0.52,0.455,0.242,2.4,8.4,5.3,17.6,3.3,1.0,3.9,11.9,0.4,0.5,0.8,0.136,-2.4,2.8,0.3,0.2
311,Ish Smith,35,CHO,PG,43,5,741,4.4,10.5,0.418,0.3,0.5,0.5,4.1,10.0,0.413,0.43,0.2,0.3,0.75,0.7,4.3,5.1,9.7,1.1,0.3,3.1,3.3,9.3,97.0,123,,smithis01,6.8,0.435,0.051,0.025,1.6,10.2,5.8,26.4,1.1,0.5,22.7,12.3,-0.5,0.2,-0.4,-0.025,-5.6,-1.2,-6.8,-0.9
312,Mo Bamba,25,PHI,C,57,17,740,6.5,13.2,0.49,1.7,4.3,0.391,4.8,8.9,0.537,0.553,2.3,3.3,0.68,5.1,10.7,15.8,2.7,1.5,4.0,2.6,6.7,16.8,116.0,109,,bambamo01,15.4,0.575,0.323,0.253,11.3,24.5,17.8,7.6,1.5,7.4,15.1,15.1,0.6,1.3,2.0,0.128,-2.3,1.4,-1.0,0.2
313,Nick Smith Jr.,19,CHO,SG,51,0,729,7.6,19.6,0.391,4.3,9.9,0.432,3.4,9.7,0.35,0.5,0.9,1.0,0.867,1.2,3.7,4.9,4.0,0.7,0.5,2.6,3.7,20.4,98.0,124,,smithni01,8.1,0.511,0.505,0.052,2.7,8.6,5.5,12.0,0.7,0.9,11.7,20.3,-0.6,0.1,-0.5,-0.036,-3.1,-2.8,-5.9,-0.7
314,Landry Shamet,26,WAS,SG,46,5,726,7.6,17.6,0.431,3.4,10.1,0.338,4.2,7.5,0.556,0.527,2.4,3.0,0.826,1.0,3.0,4.0,3.5,1.6,0.6,1.9,4.9,21.1,107.0,122,,shamela01,10.5,0.556,0.573,0.168,2.3,6.9,4.6,10.2,1.6,1.1,9.3,18.8,0.1,0.2,0.3,0.022,-2.7,-1.3,-4.0,-0.4
315,Chris Duarte,26,SAC,SF,59,11,719,5.4,14.2,0.381,3.0,8.6,0.346,2.4,5.6,0.434,0.486,1.8,2.2,0.788,1.8,5.4,7.2,3.0,1.9,0.5,1.8,5.4,15.5,106.0,116,,duartch01,8.4,0.512,0.605,0.157,4.0,12.7,8.3,7.8,1.9,1.0,10.4,14.9,0.0,0.7,0.7,0.047,-3.5,0.1,-3.4,-0.2
316,Jordan Nwora,25,2TM,SF,52,1,712,9.3,20.2,0.462,3.0,8.8,0.336,6.3,11.3,0.56,0.535,3.0,3.6,0.83,1.9,8.2,10.0,4.2,1.8,0.9,3.6,3.2,24.5,105.0,117,,nworajo01,13.7,0.565,0.438,0.177,4.3,19.1,11.6,12.3,1.8,1.6,14.1,22.4,-0.1,0.6,0.5,0.034,-1.1,-1.5,-2.5,-0.1
316,Jordan Nwora,25,IND,SF,18,0,183,9.5,21.1,0.451,2.8,9.3,0.306,6.7,11.9,0.565,0.518,2.3,2.8,0.818,2.1,6.4,8.5,4.6,1.5,0.3,3.1,4.9,24.2,106.0,119,,nworajo01,12.2,0.541,0.439,0.134,4.9,15.5,10.2,12.7,1.5,0.4,12.1,22.6,0.0,0.1,0.1,0.03,-1.8,-2.2,-4.0,-0.1
316,Jordan Nwora,25,TOR,SF,34,1,529,9.2,19.8,0.465,3.0,8.7,0.347,6.2,11.1,0.557,0.541,3.2,3.8,0.833,1.8,8.8,10.6,4.0,1.8,1.1,3.7,2.6,24.6,105.0,117,,nworajo01,14.2,0.573,0.438,0.194,4.1,20.4,12.1,12.2,1.8,2.0,14.8,22.3,-0.1,0.5,0.4,0.035,-0.8,-1.2,-2.0,0.0
317,LaMelo Ball,22,CHO,PG,22,22,711,12.7,29.4,0.433,4.9,13.7,0.355,7.8,15.7,0.5,0.515,6.2,7.2,0.865,2.0,5.8,7.8,12.2,2.8,0.3,5.8,5.5,36.5,110.0,118,,ballla01,20.8,0.561,0.466,0.246,4.4,13.7,8.9,43.1,2.8,0.5,15.0,34.3,0.6,0.5,1.1,0.074,3.8,-0.5,3.3,1.0
318,Chris Boucher,31,TOR,PF,50,0,705,7.5,14.9,0.507,2.1,6.4,0.33,5.4,8.4,0.642,0.578,4.9,6.3,0.772,4.2,9.9,14.2,1.6,1.0,1.6,1.9,4.7,22.1,124.0,117,,bouchch01,16.0,0.625,0.433,0.424,9.5,23.1,16.1,4.5,1.0,3.0,9.8,17.3,1.2,0.6,1.7,0.119,-0.3,-1.4,-1.7,0.1
319,Jacob Gilyard,25,2TM,PG,41,14,699,4.2,10.5,0.4,3.6,8.8,0.405,0.6,1.7,0.375,0.57,0.1,0.1,1.0,0.6,2.6,3.2,9.6,2.3,0.3,2.1,2.7,12.1,122.0,117,,gilyaja01,11.1,0.573,0.84,0.013,1.4,6.0,3.6,27.7,2.3,0.7,16.6,11.1,0.8,0.6,1.4,0.095,-2.0,0.6,-1.4,0.1
319,Jacob Gilyard,25,MEM,PG,37,14,654,4.5,10.8,0.417,3.8,9.0,0.425,0.7,1.8,0.375,0.594,0.1,0.1,1.0,0.6,2.6,3.2,9.8,2.0,0.4,2.2,2.6,12.9,124.0,117,,gilyaja01,11.6,0.597,0.833,0.014,1.3,6.1,3.6,28.5,2.0,0.7,16.7,11.4,0.9,0.5,1.4,0.103,-1.5,0.2,-1.3,0.1
319,Jacob Gilyard,25,BRK,PG,4,0,45,0.0,6.6,0.0,0.0,6.6,0.0,0.0,0.0,,0.0,0.0,0.0,,1.1,2.2,3.3,6.6,6.6,0.0,1.1,4.4,0.0,58.0,109,,gilyaja01,4.5,0.0,1.0,0.0,2.4,5.0,3.6,15.8,6.6,0.0,14.3,6.7,-0.1,0.1,0.0,-0.017,-8.7,6.5,-2.2,0.0
320,Bruno Fernando,25,ATL,C,45,2,682,7.7,13.2,0.583,0.0,0.3,0.0,7.7,12.9,0.596,0.583,4.5,6.8,0.667,4.1,9.4,13.6,3.2,1.8,2.0,3.1,7.5,19.8,118.0,116,,fernabr01,15.2,0.615,0.021,0.513,9.1,22.2,15.4,9.3,1.8,3.7,16.1,16.7,0.8,0.7,1.5,0.103,-3.1,0.9,-2.3,-0.1
321,Dalen Terry,21,CHI,SG,59,2,681,5.1,11.5,0.439,1.2,5.4,0.23,3.8,6.1,0.627,0.494,1.8,3.1,0.581,2.1,6.1,8.3,5.9,2.0,1.3,2.3,5.9,13.2,109.0,115,,terryda01,10.2,0.512,0.471,0.274,4.7,14.1,9.3,15.6,2.0,2.7,15.4,13.4,0.1,0.7,0.8,0.06,-3.4,1.1,-2.3,0.0
322,Gary Payton II,31,GSW,SG,44,0,680,7.3,13.0,0.563,1.4,3.9,0.364,5.9,9.1,0.648,0.617,1.0,1.6,0.609,3.3,4.8,8.0,3.4,2.8,1.3,1.9,5.5,17.1,123.0,113,,paytoga02,13.9,0.621,0.301,0.126,7.4,10.5,9.0,9.4,2.8,2.4,12.3,13.6,0.9,0.9,1.8,0.125,-1.3,2.2,0.9,0.5
323,Mason Plumlee,33,LAC,C,46,11,674,6.4,11.2,0.569,0.0,0.4,0.0,6.4,10.8,0.592,0.569,5.1,7.3,0.707,4.4,12.7,17.1,4.0,1.0,1.2,2.6,5.0,17.9,125.0,113,,plumlma01,15.8,0.621,0.039,0.647,10.4,28.2,19.6,10.8,1.0,2.3,15.5,15.1,1.2,0.9,2.0,0.146,-1.1,0.4,-0.8,0.2
324,Dāvis Bertāns,31,2TM,PF,43,1,674,6.7,17.1,0.393,5.5,14.6,0.38,1.2,2.5,0.471,0.556,2.2,2.4,0.909,0.7,3.8,4.5,2.6,1.9,0.9,1.3,4.1,21.2,114.0,120,,bertada01,11.6,0.583,0.855,0.141,1.5,8.8,5.1,7.2,1.9,1.7,6.8,17.4,0.5,0.4,0.9,0.061,-0.8,-0.6,-1.4,0.1
324,Dāvis Bertāns,31,OKC,PF,15,0,91,5.3,13.7,0.385,5.3,12.7,0.417,0.0,1.1,0.0,0.577,7.4,7.9,0.933,1.1,4.2,5.3,4.8,1.6,1.6,0.5,5.3,23.2,146.0,114,,bertada01,17.3,0.675,0.923,0.577,2.5,9.4,6.1,12.2,1.6,3.1,3.0,16.0,0.3,0.1,0.4,0.229,3.2,0.8,4.0,0.1
324,Dāvis Bertāns,31,CHO,PF,28,1,583,6.9,17.6,0.394,5.6,14.9,0.375,1.4,2.7,0.5,0.553,1.4,1.5,0.889,0.6,3.7,4.3,2.2,1.9,0.8,1.4,3.9,20.8,109.0,120,,bertada01,10.7,0.57,0.846,0.087,1.3,8.7,4.9,6.5,1.9,1.4,7.3,17.7,0.2,0.3,0.4,0.034,-1.4,-0.8,-2.3,0.0
325,Keita Bates-Diop,28,2TM,SF,53,8,665,5.3,12.2,0.434,1.5,5.1,0.304,3.8,7.1,0.526,0.497,2.4,3.1,0.762,2.3,5.8,8.1,2.8,1.8,1.6,1.1,2.6,14.5,116.0,114,,bateske01,11.5,0.534,0.416,0.253,5.5,12.8,9.3,7.4,1.8,2.9,7.5,13.0,0.5,0.8,1.3,0.091,-1.5,0.4,-1.0,0.2
325,Keita Bates-Diop,28,PHO,SF,39,8,597,5.2,12.3,0.427,1.6,5.2,0.313,3.6,7.0,0.512,0.493,2.1,2.9,0.722,2.5,5.8,8.3,2.8,1.8,1.6,1.1,2.7,14.2,116.0,114,,bateske01,11.3,0.525,0.427,0.24,6.0,12.8,9.6,7.4,1.8,3.0,7.3,13.0,0.4,0.7,1.1,0.089,-1.5,0.3,-1.2,0.1
325,Keita Bates-Diop,28,BRK,SF,14,0,68,5.8,11.7,0.5,0.7,3.6,0.2,5.1,8.0,0.636,0.531,4.4,4.4,1.0,0.7,5.8,6.6,2.9,2.2,1.5,1.5,1.5,16.8,123.0,115,,bateske01,13.4,0.617,0.313,0.375,1.6,13.2,7.2,8.1,2.2,2.7,9.7,13.2,0.1,0.1,0.2,0.112,-1.3,1.5,0.2,0.0
326,Jalen Wilson,23,BRK,PF,43,3,664,5.7,13.4,0.425,1.8,5.5,0.324,3.9,7.8,0.495,0.492,2.8,3.4,0.826,3.5,6.3,9.8,3.4,0.8,0.3,1.4,3.6,16.0,118.0,119,,wilsoja03,10.8,0.537,0.413,0.257,7.5,14.2,10.8,9.3,0.8,0.5,8.7,14.3,0.6,0.4,1.1,0.077,-1.8,-1.1,-2.9,-0.2
327,Craig Porter Jr.,23,CLE,PG,51,6,649,8.8,17.4,0.509,0.9,2.6,0.353,7.9,14.8,0.536,0.535,3.1,4.3,0.732,1.6,6.7,8.3,9.0,1.6,1.1,3.4,3.0,21.7,114.0,113,,portecr01,15.4,0.564,0.149,0.246,3.7,15.1,9.4,26.5,1.6,2.1,15.1,20.2,0.6,0.9,1.5,0.108,-0.6,1.1,0.5,0.4
328,Rayan Rupert,19,POR,SG,39,12,633,4.2,12.6,0.335,2.2,6.1,0.359,2.0,6.5,0.313,0.422,1.5,2.0,0.76,1.9,5.3,7.2,4.8,0.9,0.2,2.4,4.4,12.1,98.0,120,,ruperra01,5.8,0.451,0.484,0.155,4.0,12.8,8.1,13.5,0.9,0.4,15.3,13.6,-0.4,0.3,-0.1,-0.009,-5.6,-1.2,-6.7,-0.8
329,Oshae Brissett,25,BOS,SF,55,1,630,5.3,12.0,0.444,1.2,4.3,0.273,4.2,7.7,0.541,0.493,3.9,6.5,0.602,4.8,7.8,12.5,3.5,1.5,0.6,1.6,4.2,15.8,121.0,112,,brissos01,12.8,0.53,0.359,0.542,10.9,16.3,13.7,8.7,1.5,1.1,9.5,14.5,0.8,0.9,1.7,0.131,-2.0,0.2,-1.8,0.0
330,Danilo Gallinari,35,3TM,SF,49,0,630,6.2,14.3,0.437,2.3,7.0,0.323,4.0,7.3,0.546,0.516,6.3,7.4,0.857,1.5,6.6,8.1,4.1,1.1,0.5,1.7,3.8,21.0,122.0,120,,gallida01,13.4,0.601,0.489,0.516,3.4,15.3,9.3,11.6,1.1,0.8,9.0,17.2,1.0,0.3,1.3,0.098,-0.8,-1.0,-1.9,0.0
330,Danilo Gallinari,35,WAS,PF,26,0,385,6.9,15.9,0.435,2.4,7.8,0.313,4.5,8.1,0.552,0.511,5.7,6.8,0.839,1.5,7.8,9.2,3.8,0.7,0.4,1.5,3.2,22.0,119.0,121,,gallida01,13.4,0.581,0.489,0.427,3.3,18.2,10.6,10.8,0.7,0.6,7.2,18.3,0.5,0.1,0.6,0.08,-0.8,-1.8,-2.6,-0.1
330,Danilo Gallinari,35,DET,SF,6,0,90,6.4,11.8,0.545,3.7,6.4,0.583,2.7,5.3,0.5,0.705,11.2,12.8,0.875,1.1,6.4,7.5,6.4,1.1,1.1,0.5,4.8,27.8,170.0,119,,gallida01,23.3,0.799,0.545,1.091,2.4,15.1,8.7,18.6,1.1,1.9,3.0,15.9,0.5,0.1,0.6,0.304,5.9,1.0,6.9,0.2
330,Danilo Gallinari,35,MIL,SF,17,0,155,4.3,11.5,0.378,0.9,5.3,0.176,3.4,6.2,0.55,0.419,5.0,5.6,0.889,1.9,3.7,5.6,3.7,1.9,0.3,3.1,4.7,14.6,103.0,117,,gallida01,7.7,0.523,0.459,0.486,4.3,8.3,6.4,9.6,1.9,0.6,18.2,15.3,0.0,0.1,0.1,0.025,-5.0,-0.2,-5.2,-0.1
331,Jordan McLaughlin,27,MIN,PG,56,0,626,5.5,11.4,0.483,3.3,7.0,0.472,2.2,4.4,0.5,0.628,1.0,1.4,0.722,1.4,4.3,5.7,8.7,2.8,0.6,1.5,2.4,15.4,136.0,109,,mclaujo01,15.5,0.638,0.614,0.124,3.4,9.4,6.5,23.7,2.8,1.0,11.1,12.1,1.4,1.1,2.5,0.193,1.4,2.9,4.2,1.0
332,Seth Curry,33,2TM,SG,44,4,616,6.3,16.0,0.392,3.0,8.5,0.352,3.3,7.5,0.438,0.485,2.2,2.4,0.903,1.4,3.9,5.3,3.5,1.7,0.5,1.6,3.1,17.7,107.0,118,,curryse01,9.9,0.519,0.529,0.152,3.2,9.0,6.1,9.7,1.7,0.9,8.8,16.8,0.1,0.4,0.5,0.04,-2.6,-0.6,-3.3,-0.2
332,Seth Curry,33,DAL,SG,36,3,457,5.7,15.2,0.372,3.0,8.4,0.363,2.6,6.8,0.385,0.472,1.8,2.0,0.895,1.6,3.9,5.5,3.1,1.8,0.3,1.7,3.4,16.2,105.0,117,,curryse01,8.6,0.502,0.552,0.131,3.6,8.8,6.2,8.4,1.8,0.6,9.4,15.9,-0.1,0.4,0.3,0.034,-3.2,-0.9,-4.0,-0.2
332,Seth Curry,33,CHO,SG,8,1,159,8.1,18.3,0.441,2.8,8.7,0.321,5.3,9.6,0.548,0.517,3.4,3.7,0.917,0.9,4.0,5.0,4.3,1.6,0.9,1.6,2.2,22.3,114.0,121,,curryse01,13.5,0.56,0.475,0.203,2.1,9.5,5.7,13.2,1.6,1.8,7.2,19.3,0.1,0.1,0.2,0.058,-1.1,0.0,-1.1,0.0
333,A.J. Green,24,MIL,SG,56,0,614,6.5,15.3,0.423,5.4,13.2,0.408,1.1,2.1,0.519,0.599,1.3,1.5,0.895,0.7,4.3,5.0,2.3,0.7,0.3,0.9,3.8,19.7,122.0,120,,greenaj01,10.5,0.617,0.862,0.097,1.6,9.6,5.7,6.4,0.7,0.6,5.5,15.2,0.7,0.3,1.1,0.084,-0.4,-1.7,-2.1,0.0
334,Johnny Davis,21,WAS,SG,50,6,613,4.7,11.7,0.403,1.1,3.1,0.35,3.7,8.7,0.421,0.448,1.1,1.8,0.583,1.4,4.1,5.5,2.4,1.4,0.8,1.0,4.3,11.6,98.0,121,,davisjo06,6.2,0.462,0.26,0.156,3.1,9.6,6.3,6.6,1.4,1.3,7.3,12.2,-0.3,0.2,-0.1,-0.009,-5.5,-1.1,-6.6,-0.7
