Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
167,Obi Toppin,26,IND,PF,79,4,1545,7.4,14.0,0.529,2.6,7.0,0.365,4.8,6.9,0.695,0.621,2.1,2.7,0.781,1.3,6.1,7.4,3.0,1.1,0.7,1.6,2.5,19.4,,toppiob01,17.4,0.642,0.503,0.19,4.1,18.7,11.5,11.9,1.4,1.6,9.5,20.1,2.7,1.6,4.3,0.135,1.8,-0.1,1.7,1.4
168,Grayson Allen,29,PHO,SG,64,7,1544,5.1,11.4,0.448,3.5,8.2,0.426,1.6,3.2,0.504,0.6,2.2,2.7,0.816,0.8,3.7,4.5,3.2,1.3,0.4,1.7,2.2,15.9,,allengr01,13.7,0.631,0.716,0.233,2.5,11.3,7.0,12.5,1.7,1.2,12.2,17.6,2.0,0.6,2.5,0.079,0.7,-1.0,-0.3,0.7
169,Sam Hauser,27,BOS,PF,71,19,1541,5.0,11.1,0.451,3.9,9.3,0.416,1.1,1.8,0.64,0.627,0.3,0.3,1.0,1.0,4.2,5.2,1.5,1.0,0.3,0.5,2.0,14.1,,hausesa01,12.8,0.632,0.842,0.023,3.1,12.7,7.9,5.8,1.3,0.8,4.6,14.3,2.6,1.8,4.4,0.136,0.9,-0.1,0.8,1.1
170,Ziaire Williams,23,BRK,SF,63,45,1541,5.0,12.1,0.412,2.4,7.1,0.341,2.6,5.1,0.509,0.511,2.4,2.9,0.821,1.4,5.3,6.7,2.0,1.4,0.7,1.6,3.5,14.8,,willizi02,11.9,0.55,0.581,0.237,4.3,17.5,10.6,8.5,2.0,1.8,10.5,18.2,0.5,1.6,2.1,0.065,-2.2,-0.1,-2.3,-0.1
171,Gabe Vincent,28,LAL,PG,72,11,1527,4.0,9.9,0.4,2.6,7.3,0.353,1.4,2.6,0.532,0.53,0.4,0.5,0.714,0.5,1.7,2.2,2.3,1.2,0.3,1.0,3.6,10.8,,vincega01,7.4,0.536,0.736,0.05,1.5,5.2,3.4,8.7,1.6,0.8,8.7,13.5,0.3,1.0,1.3,0.039,-3.8,-0.1,-4.0,-0.8
172,Victor Wembanyama,21,SAS,C,46,46,1527,9.6,20.2,0.476,3.3,9.5,0.352,6.3,10.7,0.586,0.559,3.7,4.5,0.836,1.9,10.0,11.9,4.0,1.2,4.1,3.5,2.5,26.3,AS,wembavi01,24.2,0.594,0.47,0.221,5.7,29.8,17.7,18.3,1.6,10.4,13.7,30.4,1.0,2.8,3.8,0.118,3.6,2.9,6.5,3.3
173,Jerami Grant,30,POR,PF,47,47,1524,5.1,13.6,0.373,2.6,7.0,0.365,2.5,6.6,0.381,0.467,3.3,3.9,0.849,0.6,3.2,3.9,2.4,1.0,1.1,1.5,2.6,16.0,,grantje01,10.9,0.523,0.516,0.289,1.8,10.0,5.8,9.5,1.3,2.7,9.1,19.4,0.6,1.2,1.8,0.057,-1.4,-0.3,-1.6,0.1
174,Jonas Valančiūnas,32,2TM,C,81,21,1524,8.1,14.8,0.55,0.2,0.9,0.216,8.0,13.9,0.571,0.557,3.4,3.9,0.879,4.5,10.3,14.8,3.9,0.9,1.1,2.8,4.3,19.9,,valanjo01,20.8,0.602,0.059,0.263,13.3,30.7,22.0,17.6,1.2,2.8,14.6,22.8,2.6,1.7,4.3,0.137,0.8,-0.1,0.6,1.0
174,Jonas Valančiūnas,32,WAS,C,49,12,983,8.5,15.5,0.547,0.3,1.0,0.259,8.2,14.5,0.567,0.556,3.5,3.9,0.896,4.4,10.4,14.8,4.0,0.8,1.0,3.2,3.6,20.7,,valanjo01,20.6,0.602,0.064,0.251,12.6,30.2,21.4,18.8,1.1,2.6,15.8,23.8,1.3,1.0,2.3,0.112,0.8,-0.5,0.4,0.6
174,Jonas Valančiūnas,32,SAC,C,32,9,541,7.6,13.6,0.556,0.1,0.7,0.1,7.5,13.0,0.579,0.559,3.3,3.9,0.847,4.7,10.2,14.8,3.7,1.0,1.2,2.1,5.6,18.6,,valanjo01,21.1,0.604,0.049,0.288,14.5,31.7,23.1,15.3,1.4,3.3,12.2,20.9,1.3,0.7,2.1,0.183,0.6,0.5,1.1,0.4
175,Kyle Filipowski,21,UTA,C,72,27,1522,6.1,12.3,0.502,1.8,5.2,0.35,4.3,7.0,0.614,0.576,2.2,3.4,0.65,2.6,7.8,10.4,3.3,1.1,0.5,2.4,4.0,16.3,,filipky01,14.9,0.594,0.425,0.276,8.0,23.1,15.6,13.9,1.5,1.4,14.9,18.7,1.5,1.0,2.5,0.078,-0.6,-0.3,-1.0,0.4
176,Ja Morant,25,MEM,PG,50,50,1519,9.6,21.1,0.454,2.1,6.8,0.309,7.5,14.3,0.523,0.504,6.2,7.6,0.824,0.8,4.1,4.9,8.6,1.4,0.3,4.4,2.7,27.5,,moranja01,19.3,0.563,0.321,0.359,2.4,11.8,7.1,36.0,1.9,0.7,15.2,32.2,2.0,1.5,3.5,0.112,3.1,-0.7,2.4,1.7
177,Matas Buzelis,20,CHI,SF,80,31,1511,6.0,13.2,0.454,2.3,6.3,0.361,3.7,6.9,0.54,0.541,2.1,2.6,0.815,1.3,5.3,6.6,1.9,0.7,1.8,1.8,3.0,16.4,ROY-7,buzelma01,12.5,0.571,0.479,0.195,3.9,15.2,9.6,7.2,0.9,4.3,10.9,18.7,0.5,1.4,1.9,0.06,-2.0,-0.5,-2.5,-0.2
178,LaMelo Ball,23,CHO,PG,47,47,1505,9.7,24.0,0.405,4.3,12.6,0.339,5.4,11.4,0.478,0.494,4.6,5.5,0.843,1.1,4.4,5.5,8.3,1.3,0.3,4.0,3.8,28.3,,ballla01,19.1,0.536,0.526,0.228,3.3,13.4,8.2,43.8,1.8,0.8,13.1,35.9,0.9,1.1,2.0,0.065,4.1,-0.9,3.2,2.0
179,Dalton Knecht,23,LAL,SF,78,16,1494,6.2,13.4,0.461,3.1,8.2,0.376,3.1,5.2,0.594,0.576,1.5,2.0,0.762,0.9,4.3,5.2,1.6,0.6,0.2,0.9,2.2,17.0,,knechda01,12.7,0.594,0.61,0.151,2.9,13.1,8.1,6.5,0.8,0.5,5.9,18.5,1.7,1.0,2.7,0.086,-0.1,-1.7,-1.8,0.1
180,Kevin Porter Jr.,24,2TM,SG,75,4,1482,7.1,15.8,0.449,1.3,4.3,0.311,5.8,11.5,0.501,0.492,3.2,4.1,0.769,1.0,5.7,6.8,6.2,2.0,0.3,3.3,2.9,18.7,,porteke02,15.4,0.531,0.271,0.259,3.2,17.3,10.4,25.9,2.7,0.9,15.8,25.4,-0.1,2.3,2.2,0.072,-1.6,0.9,-0.6,0.5
180,Kevin Porter Jr.,24,LAC,SG,45,2,884,7.0,16.6,0.423,1.1,4.3,0.245,5.9,12.3,0.485,0.455,2.0,3.1,0.645,1.2,5.3,6.5,5.9,1.8,0.4,3.4,2.9,17.1,,porteke02,12.1,0.476,0.26,0.187,3.8,16.5,10.3,24.5,2.4,1.2,16.0,25.9,-1.2,1.4,0.2,0.011,-3.2,0.7,-2.5,-0.1
180,Kevin Porter Jr.,24,MIL,SG,30,2,598,7.3,14.7,0.494,1.7,4.3,0.408,5.5,10.5,0.529,0.553,4.9,5.6,0.871,0.8,6.3,7.1,6.7,2.3,0.1,3.1,2.9,21.2,,porteke02,20.2,0.616,0.29,0.38,2.5,18.3,10.7,28.0,3.1,0.3,15.4,24.8,1.1,0.9,2.0,0.163,0.9,1.2,2.1,0.6
181,D'Angelo Russell,28,2TM,PG,58,36,1480,6.1,15.5,0.39,2.7,8.8,0.314,3.3,6.8,0.489,0.479,2.9,3.5,0.834,0.5,3.5,3.9,7.2,1.4,0.6,2.6,2.8,17.8,,russeda01,14.0,0.522,0.564,0.227,1.5,11.0,6.2,31.2,1.9,1.5,13.3,24.0,0.7,1.3,1.9,0.063,0.0,-0.4,-0.4,0.6
181,D'Angelo Russell,28,LAL,PG,29,10,763,6.1,14.7,0.415,2.6,7.9,0.333,3.4,6.7,0.51,0.505,2.1,2.5,0.849,0.4,3.4,3.8,6.4,1.1,0.2,2.4,2.5,16.9,,russeda01,13.0,0.537,0.54,0.17,1.2,10.3,5.9,26.2,1.5,0.5,13.0,22.1,0.4,0.6,1.0,0.063,-0.7,-1.0,-1.7,0.1
181,D'Angelo Russell,28,BRK,PG,29,26,717,6.0,16.4,0.367,2.9,9.6,0.297,3.2,6.8,0.467,0.454,3.8,4.6,0.826,0.6,3.5,4.1,8.1,1.7,1.0,2.9,3.1,18.7,,russeda01,15.1,0.508,0.587,0.281,1.8,11.6,6.5,36.6,2.3,2.6,13.6,25.9,0.2,0.7,0.9,0.063,0.8,0.2,1.0,0.5
182,Lauri Markkanen,27,UTA,PF,47,47,1476,7.2,17.1,0.423,3.4,9.7,0.346,3.9,7.3,0.525,0.521,4.0,4.5,0.876,1.8,5.0,6.8,1.7,0.8,0.4,1.6,1.9,21.8,,markkla01,15.6,0.571,0.57,0.264,5.3,14.9,10.1,7.5,1.1,1.1,7.8,24.0,1.8,0.3,2.2,0.07,1.8,-2.1,-0.3,0.7
183,Luke Kennard,28,MEM,SG,65,11,1472,5.0,10.5,0.478,2.8,6.4,0.433,2.3,4.2,0.547,0.609,1.2,1.4,0.895,0.9,3.6,4.5,5.3,1.2,0.1,1.8,1.4,14.1,,kennalu01,13.6,0.631,0.606,0.132,2.7,10.4,6.6,18.5,1.6,0.3,13.6,14.5,2.6,1.3,3.9,0.127,0.9,0.2,1.1,1.2
184,Jamal Shead,22,TOR,PG,75,11,1467,5.0,12.4,0.405,1.8,5.5,0.323,3.2,6.9,0.47,0.476,1.3,1.7,0.768,0.7,2.1,2.8,7.8,1.4,0.2,2.9,3.9,13.1,,sheadja01,9.9,0.499,0.442,0.137,2.1,6.4,4.2,29.8,1.9,0.7,18.0,18.6,-0.2,1.1,0.8,0.027,-3.2,-0.9,-4.1,-0.8
185,Aaron Gordon,29,DEN,PF,51,42,1447,6.6,12.4,0.531,1.9,4.3,0.436,4.7,8.1,0.582,0.607,3.6,4.5,0.81,2.0,4.2,6.1,4.1,0.6,0.3,1.8,2.0,18.6,,gordoaa01,17.0,0.65,0.346,0.36,6.4,12.1,9.4,15.0,0.8,0.9,11.3,19.0,3.6,0.7,4.3,0.143,2.7,-1.5,1.2,1.2
186,Isaiah Stewart,23,DET,C,72,4,1434,4.4,7.9,0.559,0.4,1.3,0.321,4.0,6.6,0.607,0.586,1.7,2.2,0.759,3.3,6.8,10.0,3.1,0.7,2.5,1.7,4.6,10.9,,stewais01,14.6,0.616,0.168,0.276,10.1,20.6,15.4,11.3,0.9,6.7,16.1,12.4,2.1,2.2,4.3,0.144,-1.6,2.1,0.6,0.9
187,Brice Sensabaugh,21,UTA,SF,71,15,1432,6.9,15.1,0.459,3.9,9.4,0.422,3.0,5.7,0.52,0.59,1.6,1.8,0.89,1.1,4.2,5.3,2.8,1.2,0.2,2.7,2.8,19.4,,sensabr01,13.4,0.612,0.621,0.122,3.2,12.6,7.9,12.0,1.5,0.5,14.5,21.5,0.9,0.3,1.2,0.042,0.4,-1.6,-1.2,0.3
188,Goga Bitadze,25,ORL,C,70,42,1430,5.2,8.5,0.611,0.1,0.7,0.107,5.1,7.8,0.656,0.615,2.1,3.3,0.639,4.2,7.5,11.7,3.4,1.2,2.5,1.8,3.8,12.6,,bitadgo01,19.2,0.631,0.083,0.392,12.7,25.0,18.6,14.8,1.7,6.6,15.3,14.3,2.8,3.0,5.8,0.195,-0.3,2.8,2.5,1.6
189,Kel'el Ware,20,MIA,C,64,36,1422,6.5,11.7,0.554,0.9,2.8,0.315,5.6,8.9,0.629,0.592,1.2,1.7,0.687,2.9,9.0,12.0,1.5,1.0,1.8,1.4,2.8,15.1,ROY-6,wareke01,17.4,0.603,0.239,0.144,9.1,27.5,18.4,6.5,1.4,4.8,10.4,17.2,1.7,2.5,4.1,0.14,-0.7,0.6,-0.1,0.7
190,Tari Eason,23,HOU,PF,57,16,1420,6.9,14.2,0.487,1.6,4.7,0.342,5.3,9.5,0.557,0.543,2.0,2.6,0.76,3.2,5.9,9.2,2.1,2.5,1.3,1.6,3.4,17.4,,easonta01,18.5,0.567,0.329,0.186,9.4,17.9,13.6,8.5,3.3,3.2,9.7,19.4,2.1,2.9,5.0,0.169,1.0,2.6,3.6,2.0
191,Zach Edey,22,MEM,C,66,55,1416,6.4,11.0,0.58,0.5,1.3,0.346,5.9,9.7,0.612,0.6,2.3,3.2,0.709,5.9,8.0,13.9,1.7,0.9,2.2,2.2,4.6,15.5,ROY-5,edeyza01,18.2,0.624,0.12,0.293,17.5,23.4,20.5,6.1,1.2,5.5,15.3,16.4,2.7,2.2,4.9,0.165,-0.2,0.1,-0.1,0.7
192,T.J. McConnell,32,IND,PG,79,1,1415,8.2,15.9,0.519,0.4,1.2,0.306,7.9,14.6,0.537,0.531,1.5,2.0,0.74,1.1,3.8,4.9,8.9,2.1,0.5,2.8,2.0,18.3,,mccontj01,18.4,0.547,0.079,0.123,3.5,11.6,7.6,37.0,2.8,1.3,14.2,23.4,1.5,1.7,3.2,0.109,0.6,0.6,1.2,1.2
193,Terance Mann,28,2TM,SG,67,13,1414,5.2,10.5,0.496,1.5,4.1,0.368,3.7,6.4,0.58,0.569,1.2,1.7,0.691,1.7,3.3,5.1,3.1,1.2,0.4,1.2,3.3,13.2,,mannte01,12.0,0.584,0.395,0.165,5.3,10.4,7.8,11.7,1.6,1.0,9.6,14.7,1.7,1.3,3.0,0.101,-1.4,0.0,-1.3,0.2
193,Terance Mann,28,LAC,SG,37,12,732,4.3,9.6,0.446,1.3,3.7,0.347,3.0,5.9,0.508,0.513,1.1,1.6,0.719,1.6,3.7,5.3,2.9,1.4,0.5,1.2,3.3,11.0,,mannte01,10.5,0.533,0.385,0.164,5.0,11.4,8.3,10.9,1.9,1.5,10.7,14.0,0.4,1.0,1.4,0.093,-2.5,1.2,-1.3,0.1
193,Terance Mann,28,ATL,SG,30,1,682,6.2,11.5,0.541,1.8,4.6,0.386,4.4,6.9,0.646,0.619,1.3,1.9,0.667,1.9,3.0,4.9,3.3,1.0,0.2,1.2,3.2,15.5,,mannte01,13.7,0.629,0.404,0.165,5.6,9.2,7.4,12.5,1.3,0.5,8.6,15.4,1.3,0.3,1.6,0.111,-0.1,-1.2,-1.3,0.1
194,Ryan Dunn,22,PHO,SF,74,44,1410,5.2,12.2,0.43,2.1,6.7,0.311,3.1,5.4,0.577,0.516,0.5,1.0,0.487,2.3,4.5,6.8,1.5,1.1,1.0,1.0,4.1,13.0,,dunnry01,10.7,0.517,0.553,0.082,7.5,13.5,10.6,5.7,1.5,2.7,7.5,16.7,0.2,0.7,1.0,0.034,-2.9,-1.2,-4.1,-0.7
195,Sam Merrill,28,CLE,SG,71,4,1401,4.4,10.9,0.406,3.5,9.5,0.372,0.9,1.4,0.625,0.567,0.7,0.7,0.966,1.0,3.1,4.0,2.8,1.4,0.4,0.9,3.2,13.1,,merrisa01,11.1,0.583,0.868,0.068,3.0,8.9,6.1,9.6,1.8,0.9,7.4,14.3,1.8,1.5,3.3,0.113,-0.4,0.7,0.3,0.8
196,Ayo Dosunmu,25,CHI,SG,46,26,1394,5.7,11.6,0.492,1.6,4.9,0.328,4.1,6.7,0.612,0.561,1.6,2.0,0.785,0.7,3.5,4.2,5.4,1.1,0.5,1.8,2.7,14.6,,dosunay01,12.8,0.585,0.421,0.176,2.0,10.0,6.1,20.2,1.4,1.1,12.5,16.6,1.6,1.0,2.5,0.087,-1.4,-0.2,-1.6,0.1
197,Ty Jerome,27,CLE,SG,70,3,1392,8.2,16.0,0.516,2.9,6.5,0.439,5.4,9.4,0.57,0.606,3.3,3.8,0.872,1.3,3.2,4.5,6.1,2.0,0.1,2.4,2.6,22.7,6MOY-3,jeromty01,21.0,0.643,0.409,0.239,4.0,9.3,6.7,24.5,2.7,0.2,11.9,23.6,4.2,1.8,5.9,0.204,3.5,0.8,4.3,2.2
198,Julian Strawther,22,DEN,SG,65,4,1384,5.5,12.6,0.432,2.4,7.0,0.349,3.0,5.6,0.535,0.529,1.9,2.3,0.822,0.4,3.3,3.7,2.2,1.0,0.4,1.5,3.9,15.3,,strawju01,9.5,0.559,0.553,0.185,1.4,9.5,5.6,7.6,1.4,1.0,9.8,17.8,0.5,0.8,1.3,0.043,-3.1,-1.4,-4.5,-0.9
199,Nick Smith Jr.,20,CHO,SG,60,27,1369,5.8,14.9,0.391,2.7,8.0,0.34,3.1,6.9,0.45,0.482,1.1,1.2,0.935,0.3,3.0,3.4,3.8,0.4,0.2,2.2,2.1,15.5,,smithni01,8.3,0.502,0.539,0.081,1.0,9.1,5.0,16.7,0.6,0.4,12.2,20.8,-0.9,0.3,-0.5,-0.019,-3.2,-2.6,-5.7,-1.3
200,Jaime Jaquez Jr.,23,MIA,SF,66,17,1368,5.6,12.2,0.461,1.0,3.1,0.311,4.6,9.0,0.513,0.501,2.8,3.7,0.754,2.2,5.4,7.6,4.4,1.6,0.4,2.6,2.1,15.0,,jaqueja01,14.3,0.543,0.258,0.307,6.8,16.5,11.7,17.9,2.2,1.0,15.7,20.2,0.5,1.8,2.3,0.081,-1.4,0.5,-0.9,0.4
201,Nicolas Batum,36,LAC,PF,78,8,1367,2.7,6.3,0.437,2.3,5.3,0.433,0.4,0.9,0.457,0.622,0.4,0.6,0.81,1.2,4.5,5.7,2.2,1.4,0.9,0.9,2.9,8.2,,batumni01,10.3,0.633,0.853,0.088,4.0,14.0,9.0,7.8,1.9,2.6,12.1,9.0,1.5,2.0,3.5,0.124,-1.2,2.0,0.8,1.0
202,Jose Alvarado,26,NOP,PG,56,23,1366,5.4,13.7,0.392,2.9,8.1,0.359,2.5,5.6,0.439,0.498,1.6,2.0,0.811,0.7,2.9,3.6,6.8,2.0,0.4,2.3,2.4,15.3,,alvarjo01,13.4,0.523,0.593,0.142,2.1,8.9,5.4,27.3,2.6,1.0,13.4,19.8,0.7,0.5,1.2,0.043,-0.6,-0.8,-1.4,0.2
203,Jeremy Sochan,21,SAS,PF,54,23,1364,6.6,12.4,0.535,0.7,2.4,0.308,5.9,10.0,0.59,0.565,2.3,3.3,0.696,3.4,5.9,9.3,3.4,1.2,0.7,2.2,3.5,16.3,,sochaje01,15.9,0.589,0.194,0.267,10.0,17.7,13.8,13.7,1.6,1.8,13.8,19.0,1.7,1.1,2.7,0.096,-0.8,-0.4,-1.2,0.3
204,Luke Kornet,29,BOS,C,73,16,1361,4.9,7.4,0.668,0.0,0.1,0.0,4.9,7.3,0.675,0.668,1.8,2.6,0.691,5.0,5.2,10.3,3.1,1.0,1.9,0.8,3.1,11.7,,kornelu01,19.6,0.683,0.011,0.346,15.2,15.8,15.5,11.9,1.3,4.8,8.8,11.4,4.8,2.2,7.0,0.246,1.6,1.7,3.3,1.8
205,Trey Lyles,29,SAC,PF,69,5,1349,4.2,10.0,0.42,2.2,6.4,0.34,2.0,3.6,0.559,0.528,1.5,2.1,0.7,2.1,6.3,8.4,2.2,1.1,0.6,1.0,2.3,12.0,,lylestr01,12.3,0.551,0.636,0.214,6.6,19.6,13.1,7.9,1.5,1.7,8.7,14.3,1.3,1.2,2.6,0.091,-0.4,-0.3,-0.7,0.4
206,Jake LaRavia,23,2TM,PF,66,0,1349,4.3,9.0,0.475,1.6,3.8,0.423,2.7,5.2,0.513,0.564,2.1,3.1,0.678,2.4,4.5,6.9,4.2,1.7,0.6,2.3,3.5,12.2,,laravja01,12.6,0.591,0.421,0.341,7.2,13.3,10.3,14.6,2.2,1.6,18.2,14.4,1.4,1.5,2.9,0.104,-0.8,1.1,0.2,0.8
206,Jake LaRavia,23,MEM,PF,47,0,982,4.3,8.8,0.49,1.5,3.3,0.444,2.9,5.5,0.517,0.573,2.5,3.5,0.698,2.5,5.1,7.5,4.9,1.6,0.7,2.5,3.4,12.6,,laravja01,13.5,0.605,0.373,0.398,7.3,14.7,11.1,16.7,2.1,1.9,19.6,14.5,1.2,1.2,2.4,0.119,-0.2,1.5,1.3,0.8
206,Jake LaRavia,23,SAC,PF,19,0,367,4.1,9.4,0.438,2.0,5.1,0.385,2.2,4.3,0.5,0.542,1.1,1.9,0.579,2.3,3.0,5.3,2.5,1.8,0.3,1.7,3.9,11.3,,laravja01,10.2,0.551,0.542,0.198,7.0,9.5,8.2,8.8,2.4,0.8,14.0,14.2,0.2,0.3,0.5,0.063,-2.5,-0.2,-2.7,-0.1
207,Bogdan Bogdanović,32,2TM,SG,54,4,1348,5.6,13.1,0.427,2.8,7.7,0.363,2.8,5.4,0.517,0.534,1.5,1.8,0.879,0.6,3.6,4.2,3.9,1.1,0.3,2.0,3.4,15.6,,bogdabo01,11.1,0.559,0.587,0.134,2.0,11.2,6.6,15.2,1.5,0.8,12.4,18.7,0.7,1.2,1.9,0.069,-1.8,-0.2,-2.0,0.0
207,Bogdan Bogdanović,32,ATL,SG,24,0,598,5.0,13.5,0.371,2.6,8.8,0.301,2.3,4.7,0.5,0.469,1.8,2.0,0.882,0.7,3.3,4.0,2.9,1.2,0.4,2.2,3.4,14.4,,bogdabo01,7.6,0.502,0.652,0.152,2.1,10.1,6.0,10.8,1.6,0.9,13.4,18.9,-0.4,0.4,-0.1,-0.006,-4.1,-0.6,-4.7,-0.4
207,Bogdan Bogdanović,32,LAC,SG,30,4,750,6.1,12.9,0.474,2.9,6.9,0.427,3.2,6.0,0.528,0.588,1.3,1.5,0.875,0.6,3.9,4.5,4.7,1.0,0.2,1.8,3.4,16.5,,bogdabo01,14.0,0.608,0.534,0.119,1.8,12.1,7.0,18.7,1.4,0.7,11.6,18.6,1.1,0.9,2.0,0.128,0.1,0.1,0.2,0.4
208,Justin Champagnie,23,WAS,SF,62,31,1340,5.6,11.0,0.511,2.0,5.2,0.383,3.7,5.9,0.624,0.601,1.3,2.0,0.685,3.0,6.4,9.4,1.6,1.7,1.0,1.5,3.0,14.6,,champju01,15.7,0.614,0.47,0.178,8.6,18.6,13.6,6.8,2.3,2.6,10.9,15.6,1.6,1.2,2.8,0.1,-0.3,-0.2,-0.5,0.5
209,Paul George,34,PHI,PF,41,41,1334,6.6,15.4,0.43,2.6,7.2,0.358,4.0,8.1,0.493,0.514,2.1,2.6,0.814,0.6,5.3,5.9,4.8,2.0,0.5,2.9,2.7,17.9,,georgpa01,14.5,0.543,0.47,0.17,2.0,17.2,9.3,20.9,2.8,1.5,14.7,23.5,-0.2,1.2,1.0,0.036,-0.5,0.1,-0.4,0.5
210,Ausar Thompson,22,DET,SF,59,48,1328,6.7,12.5,0.535,0.3,1.3,0.224,6.4,11.1,0.572,0.547,2.5,3.8,0.641,3.0,5.2,8.2,3.6,2.7,1.1,2.2,4.4,16.1,,thompau01,17.2,0.568,0.107,0.309,9.3,15.9,12.6,14.4,3.5,2.9,13.3,19.1,1.5,2.4,3.8,0.138,-0.8,2.5,1.7,1.2
211,Donovan Clingan,20,POR,C,67,37,1324,4.9,9.1,0.539,0.4,1.3,0.286,4.5,7.7,0.582,0.56,1.7,2.8,0.596,5.9,8.4,14.3,2.1,0.9,3.0,2.0,5.1,11.9,,clingdo01,17.4,0.574,0.147,0.311,17.3,26.1,21.6,8.3,1.2,7.5,15.9,14.2,1.8,2.2,4.0,0.144,-1.7,1.4,-0.3,0.6
212,Jordan Hawkins,22,NOP,SG,56,9,1321,5.6,15.2,0.372,3.0,9.0,0.331,2.6,6.1,0.433,0.471,2.2,2.7,0.816,0.7,3.6,4.3,1.8,0.8,0.6,1.6,1.4,16.5,,hawkijo01,9.6,0.504,0.597,0.176,2.0,11.2,6.5,7.3,1.1,1.7,8.8,21.0,-0.7,0.1,-0.5,-0.02,-2.4,-3.0,-5.4,-1.2
213,Tyrese Martin,25,BRK,SG,60,11,1315,5.2,12.7,0.406,2.7,7.7,0.351,2.5,5.0,0.492,0.513,1.3,1.6,0.793,1.6,4.4,6.0,3.3,0.9,0.2,2.0,2.1,14.3,,martity01,10.9,0.533,0.606,0.125,4.8,14.6,9.5,14.6,1.3,0.7,13.1,18.8,0.0,0.9,0.9,0.033,-1.4,-1.2,-2.6,-0.2
214,Mason Plumlee,34,PHO,C,74,21,1300,3.5,5.6,0.619,0.0,0.1,0.0,3.5,5.5,0.631,0.619,2.3,3.5,0.648,3.2,9.4,12.6,3.7,0.9,1.3,1.6,4.3,9.2,,plumlma01,14.8,0.645,0.02,0.634,10.2,28.4,19.5,13.6,1.3,3.4,18.6,10.8,2.4,1.3,3.7,0.136,-1.5,1.0,-0.6,0.5
215,Jonathan Mogbo,23,TOR,PF,63,18,1286,4.4,10.0,0.438,0.5,2.0,0.243,3.9,8.0,0.486,0.462,1.7,2.3,0.732,3.1,5.7,8.7,4.1,1.5,1.0,2.0,3.8,10.9,,mogbojo01,11.9,0.496,0.197,0.23,8.9,17.3,13.0,15.3,2.1,2.5,15.1,15.0,0.3,1.6,1.9,0.071,-2.9,1.0,-1.9,0.0
216,Jalen Johnson,23,ATL,SF,36,36,1284,7.6,15.2,0.5,1.2,4.0,0.312,6.4,11.2,0.566,0.541,2.6,3.5,0.746,1.7,8.3,10.1,5.1,1.6,1.0,3.0,1.9,19.1,,johnsja05,17.3,0.569,0.26,0.232,5.2,26.0,15.3,20.5,2.0,2.6,15.1,22.5,0.8,1.6,2.4,0.089,0.5,1.4,1.8,1.2
217,Max Strus,28,CLE,SF,50,37,1273,4.7,10.5,0.442,3.2,8.3,0.386,1.5,2.3,0.65,0.594,0.8,1.0,0.824,1.5,4.6,6.1,4.5,0.7,0.3,1.5,2.9,13.3,,strusma01,12.6,0.607,0.786,0.091,4.6,13.6,9.2,15.6,1.0,0.9,12.2,14.7,2.2,1.3,3.4,0.13,1.1,0.2,1.3,1.1
218,Johnny Juzang,23,UTA,SG,64,18,1270,5.8,13.5,0.429,3.3,8.9,0.376,2.4,4.6,0.534,0.554,1.3,1.5,0.849,1.2,4.0,5.2,1.9,1.1,0.2,1.0,3.6,16.2,,juzanjo01,11.8,0.573,0.661,0.112,3.6,12.0,7.8,7.9,1.5,0.6,6.7,17.6,1.3,0.3,1.6,0.06,-0.9,-1.4,-2.3,-0.1
219,Ron Holland,19,DET,SF,81,2,1266,5.6,11.8,0.474,1.0,4.3,0.238,4.6,7.5,0.608,0.517,2.6,3.5,0.754,1.1,5.1,6.2,2.3,1.4,0.5,2.0,4.0,14.8,,hollaro01,11.1,0.556,0.363,0.293,3.5,15.5,9.5,8.9,1.9,1.3,13.3,18.1,0.2,1.5,1.8,0.067,-3.3,0.3,-3.0,-0.3
220,Javonte Green,31,2TM,SG,68,19,1258,3.5,8.2,0.429,1.3,4.0,0.326,2.2,4.2,0.527,0.509,1.6,2.2,0.724,1.7,4.6,6.2,1.6,1.9,0.9,0.9,2.8,9.9,,greenja02,10.7,0.541,0.491,0.265,5.0,13.9,9.4,5.9,2.5,2.4,9.1,11.8,0.7,0.9,1.6,0.063,-2.8,0.5,-2.3,-0.1
220,Javonte Green,31,NOP,SG,50,18,1092,3.3,7.4,0.446,1.3,3.6,0.352,2.0,3.8,0.534,0.531,1.6,2.2,0.758,1.6,4.3,5.9,1.5,1.8,1.0,0.9,2.5,9.5,,greenja02,10.8,0.569,0.482,0.295,4.7,13.1,8.8,5.5,2.4,2.6,10.0,10.9,0.8,0.6,1.4,0.063,-2.5,0.3,-2.2,0.0
